State ID,State Name,State Name (Hindi),Division ID,Division Name,Division Name (Hindi),District Name,District ID,District Name (Hindi),Block ID,Block Name,Block Name (Hindi),Present in IMD Agromet
1,Andhra Pradesh,आंध्र प्रदेश,195,Zone 1,क्षेत्र १,Srikakulam,0101,श्रीकाकुलम,701,Nandigam,नंदीगाम,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,195,Zone 1,क्षेत्र १,Srikakulam,0101,श्रीकाकुलम,702,Narasannapeta,नरसन्नपेटा,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,195,Zone 1,क्षेत्र १,Srikakulam,0101,श्रीकाकुलम,703,Palakonda,पालकोंडा,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,195,Zone 1,क्षेत्र १,Srikakulam,0101,श्रीकाकुलम,704,Palasa,पलासा,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,195,Zone 1,क्षेत्र १,Srikakulam,0101,श्रीकाकुलम,705,Pathapatnam,Pathapatnam,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,195,Zone 1,क्षेत्र १,Srikakulam,0101,श्रीकाकुलम,706,Polaki,पोलाकी,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,195,Zone 1,क्षेत्र १,Srikakulam,0101,श्रीकाकुलम,707,Ponduru,पोंडुरु,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,195,Zone 1,क्षेत्र १,Srikakulam,0101,श्रीकाकुलम,708,Rajam,राजम,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,195,Zone 1,क्षेत्र १,Srikakulam,0101,श्रीकाकुलम,709,Ranasthalam,रणस्थलम,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,195,Zone 1,क्षेत्र १,Srikakulam,0101,श्रीकाकुलम,710,Regidi Amadalavalasa,रेजिडी अमलावलासा,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,195,Zone 1,क्षेत्र १,Srikakulam,0101,श्रीकाकुलम,711,Santhabommali,संथाबोमाली,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,195,Zone 1,क्षेत्र १,Srikakulam,0101,श्रीकाकुलम,712,Santhakaviti,संतकविती,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,195,Zone 1,क्षेत्र १,Srikakulam,0101,श्रीकाकुलम,713,Saravakota,सरवाकोटा,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,195,Zone 1,क्षेत्र १,Srikakulam,0101,श्रीकाकुलम,714,Sarubujjili,सरुबुज्जिली,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,195,Zone 1,क्षेत्र १,Srikakulam,0101,श्रीकाकुलम,715,Seethampeta,सीतामपेटा,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,195,Zone 1,क्षेत्र १,Srikakulam,0101,श्रीकाकुलम,716,Sompeta,सोम्पेता,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,195,Zone 1,क्षेत्र १,Srikakulam,0101,श्रीकाकुलम,717,Srikakulam,श्रीकाकुलम,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,195,Zone 1,क्षेत्र १,Srikakulam,0101,श्रीकाकुलम,718,Tekkali,टेककली,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,195,Zone 1,क्षेत्र १,Srikakulam,0101,श्रीकाकुलम,719,Vajrapukothuru,वज्रपुकोथुरु,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,195,Zone 1,क्षेत्र १,Srikakulam,0101,श्रीकाकुलम,720,Vangara,वंगारा,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,195,Zone 1,क्षेत्र १,Srikakulam,0101,श्रीकाकुलम,721,Veeraghattam,वीरघट्टम,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,195,Zone 1,क्षेत्र १,Visakhapatnam,0103,विशाखापत्तनम,722,Anakapalle,अनकापल्ली,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,195,Zone 1,क्षेत्र १,Visakhapatnam,0103,विशाखापत्तनम,723,Anandapuram,Anandapuram,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,195,Zone 1,क्षेत्र १,Visakhapatnam,0103,विशाखापत्तनम,724,Ananthagiri,Ananthagiri,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,195,Zone 1,क्षेत्र १,Visakhapatnam,0103,विशाखापत्तनम,725,Araku valley,अराकू घाटी,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,195,Zone 1,क्षेत्र १,Visakhapatnam,0103,विशाखापत्तनम,726,Atchutapuram,Atchutapuram,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,195,Zone 1,क्षेत्र १,Visakhapatnam,0103,विशाखापत्तनम,727,Bheemunipatnam,भीमुनिपटनम,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,195,Zone 1,क्षेत्र १,Visakhapatnam,0103,विशाखापत्तनम,728,Butchayyapeta,बुचय्यपेटा,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,195,Zone 1,क्षेत्र १,Visakhapatnam,0103,विशाखापत्तनम,729,Cheedikada,चीड़िकादा,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,195,Zone 1,क्षेत्र १,Visakhapatnam,0103,विशाखापत्तनम,730,Chintapalle,चिंतापल्ले,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,195,Zone 1,क्षेत्र १,Visakhapatnam,0103,विशाखापत्तनम,731,Chodavaram,चोडावरम,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,195,Zone 1,क्षेत्र १,Visakhapatnam,0103,विशाखापत्तनम,732,Devarapalle,देवरापल्ले,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,195,Zone 1,क्षेत्र १,Visakhapatnam,0103,विशाखापत्तनम,733,Dumbriguda,डुमब्रिगुडा,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,195,Zone 1,क्षेत्र १,Visakhapatnam,0103,विशाखापत्तनम,734,G.madugula,जी.मदुगुला,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,195,Zone 1,क्षेत्र १,Visakhapatnam,0103,विशाखापत्तनम,735,Gajuwaka,गजुवाका,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,195,Zone 1,क्षेत्र १,Visakhapatnam,0103,विशाखापत्तनम,736,Golugonda,गोलगोंडा,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,195,Zone 1,क्षेत्र १,Visakhapatnam,0103,विशाखापत्तनम,737,Gudem kotha veedhi,गुडम कोठा वीधि,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,195,Zone 1,क्षेत्र १,Visakhapatnam,0103,विशाखापत्तनम,738,Hukumpeta,हुकुमपेटा,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,195,Zone 1,क्षेत्र १,Visakhapatnam,0103,विशाखापत्तनम,739,K.Kotapadu,के.कोटपडु,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,195,Zone 1,क्षेत्र १,Visakhapatnam,0103,विशाखापत्तनम,740,Kasimkota,कासिमकोटा,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,195,Zone 1,क्षेत्र १,Visakhapatnam,0103,विशाखापत्तनम,741,Kotauratla,कोटौरतला,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,195,Zone 1,क्षेत्र १,Visakhapatnam,0103,विशाखापत्तनम,742,Koyyuru,कोय्युरू,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,195,Zone 1,क्षेत्र १,Visakhapatnam,0103,विशाखापत्तनम,743,Madugula,मदुगुला,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,195,Zone 1,क्षेत्र १,Visakhapatnam,0103,विशाखापत्तनम,744,Makavarapalem,मकावारापलेम,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,195,Zone 1,क्षेत्र १,Visakhapatnam,0103,विशाखापत्तनम,745,Munagapaka,मुनागापक,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,195,Zone 1,क्षेत्र १,Visakhapatnam,0103,विशाखापत्तनम,746,Munchingi puttu,मुंचिंगी पुट्टु,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,195,Zone 1,क्षेत्र १,Visakhapatnam,0103,विशाखापत्तनम,747,Nakkapalle,नक्कपल्ले,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,195,Zone 1,क्षेत्र १,Visakhapatnam,0103,विशाखापत्तनम,748,Narsipatnam,Narsipatnam,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,195,Zone 1,क्षेत्र १,Visakhapatnam,0103,विशाखापत्तनम,749,Nathavaram,नाथवरम,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,195,Zone 1,क्षेत्र १,Visakhapatnam,0103,विशाखापत्तनम,750,Paderu,पडेरू,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,195,Zone 1,क्षेत्र १,Visakhapatnam,0103,विशाखापत्तनम,751,Padmanabham,Padmanabham,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,195,Zone 1,क्षेत्र १,Visakhapatnam,0103,विशाखापत्तनम,752,Paravada,परवाड़ा,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,195,Zone 1,क्षेत्र १,Visakhapatnam,0103,विशाखापत्तनम,753,Payakaraopeta,पायकरावपेटा,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,195,Zone 1,क्षेत्र १,Visakhapatnam,0103,विशाखापत्तनम,754,Peda bayalu,पेड़ा बयालू,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,195,Zone 1,क्षेत्र १,Visakhapatnam,0103,विशाखापत्तनम,755,Pedagantyada,पेदगन्त्यदा,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,195,Zone 1,क्षेत्र १,Visakhapatnam,0103,विशाखापत्तनम,756,Pendurthi,पेंडुर्थी,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,195,Zone 1,क्षेत्र १,Visakhapatnam,0103,विशाखापत्तनम,757,Rambilli,रामबिल्ली,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,195,Zone 1,क्षेत्र १,Visakhapatnam,0103,विशाखापत्तनम,758,Ravikamatham,रविकमथम,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,195,Zone 1,क्षेत्र १,Visakhapatnam,0103,विशाखापत्तनम,759,Rolugunta,रोलुगुंटा,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,195,Zone 1,क्षेत्र १,Visakhapatnam,0103,विशाखापत्तनम,760,S.Rayavaram,एस रायवरम,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,195,Zone 1,क्षेत्र १,Visakhapatnam,0103,विशाखापत्तनम,761,Sabbavaram,सब्बावरम,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,195,Zone 1,क्षेत्र १,Visakhapatnam,0103,विशाखापत्तनम,762,Visakhapatnam (Rural),विशाखापत्तनम (ग्रामीण),TRUE
1,Andhra Pradesh,आंध्र प्रदेश,195,Zone 1,क्षेत्र १,Visakhapatnam,0103,विशाखापत्तनम,763,Visakhapatnam (Urban),विशाखापत्तनम (शहरी),TRUE
1,Andhra Pradesh,आंध्र प्रदेश,195,Zone 1,क्षेत्र १,Visakhapatnam,0103,विशाखापत्तनम,764,Yelamanchili,येलमंचिली,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,195,Zone 1,क्षेत्र १,Vizianagaram,0102,विजयनगरम,765,Badangi,बदंगी,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,195,Zone 1,क्षेत्र १,Vizianagaram,0102,विजयनगरम,766,Balijipeta,बलिजिपेटा,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,195,Zone 1,क्षेत्र १,Vizianagaram,0102,विजयनगरम,767,Bhogapuram,भोगपुरम,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,195,Zone 1,क्षेत्र १,Vizianagaram,0102,विजयनगरम,768,Bobbili,बोब्बिली,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,195,Zone 1,क्षेत्र १,Vizianagaram,0102,विजयनगरम,769,Bondapalle,बोंडापल्ले,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,195,Zone 1,क्षेत्र १,Vizianagaram,0102,विजयनगरम,770,Cheepurupalle,चीपुरुपल्ले,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,195,Zone 1,क्षेत्र १,Vizianagaram,0102,विजयनगरम,771,Dathirajeru,दथिराजेरू,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,195,Zone 1,क्षेत्र १,Vizianagaram,0102,विजयनगरम,772,Denkada,डेनकाडा,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,195,Zone 1,क्षेत्र १,Vizianagaram,0102,विजयनगरम,773,Gajapathinagaram,गजपतिनगरम,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,195,Zone 1,क्षेत्र १,Vizianagaram,0102,विजयनगरम,774,Gantyada,गंत्यादा,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,195,Zone 1,क्षेत्र १,Vizianagaram,0102,विजयनगरम,775,Garividi,गैरीविदी,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,195,Zone 1,क्षेत्र १,Vizianagaram,0102,विजयनगरम,776,Garugubilli,गरुगुबिल्ली,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,195,Zone 1,क्षेत्र १,Vizianagaram,0102,विजयनगरम,777,Gummalakshmipuram,गुम्मालक्ष्मीपुरम,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,195,Zone 1,क्षेत्र १,Vizianagaram,0102,विजयनगरम,778,Gurla,गुरला,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,195,Zone 1,क्षेत्र १,Vizianagaram,0102,विजयनगरम,779,Jami,जामी,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,195,Zone 1,क्षेत्र १,Vizianagaram,0102,विजयनगरम,780,Jiyyammavalasa,जियाम्मावलसा,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,195,Zone 1,क्षेत्र १,Vizianagaram,0102,विजयनगरम,781,Komarada,कोमारदा,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,195,Zone 1,क्षेत्र १,Vizianagaram,0102,विजयनगरम,782,Kothavalasa,कोठवलसा,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,195,Zone 1,क्षेत्र १,Vizianagaram,0102,विजयनगरम,783,Kurupam,कुरुपम,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,195,Zone 1,क्षेत्र १,Vizianagaram,0102,विजयनगरम,784,Lakkavarapukota,लक्कवरपुकोटा,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,195,Zone 1,क्षेत्र १,Vizianagaram,0102,विजयनगरम,785,Makkuva,मक्कुवा,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,195,Zone 1,क्षेत्र १,Vizianagaram,0102,विजयनगरम,786,Mentada,मेंटाडा,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,195,Zone 1,क्षेत्र १,Vizianagaram,0102,विजयनगरम,787,Merakamudidam,मेराकामुदीदम,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,195,Zone 1,क्षेत्र १,Vizianagaram,0102,विजयनगरम,788,Nellimarla,नेल्लीमारला,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,195,Zone 1,क्षेत्र १,Vizianagaram,0102,विजयनगरम,789,Pachipenta,पचिपेंटा,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,195,Zone 1,क्षेत्र १,Vizianagaram,0102,विजयनगरम,790,Parvathipuram,पार्वतीपुरम,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,195,Zone 1,क्षेत्र १,Vizianagaram,0102,विजयनगरम,791,Pusapatirega,पुसापतिरेगा,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,195,Zone 1,क्षेत्र १,Vizianagaram,0102,विजयनगरम,792,Ramabhadrapuram,रामभद्रपुरम,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,195,Zone 1,क्षेत्र १,Vizianagaram,0102,विजयनगरम,793,Salur,सालूर,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,195,Zone 1,क्षेत्र १,Vizianagaram,0102,विजयनगरम,794,Seethanagaram,सीतानगरम,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,195,Zone 1,क्षेत्र १,Vizianagaram,0102,विजयनगरम,795,Srungavarapukota,श्रंगवरपुकोटा,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,195,Zone 1,क्षेत्र १,Vizianagaram,0102,विजयनगरम,796,Therlam,थेरलाम,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,195,Zone 1,क्षेत्र १,Vizianagaram,0102,विजयनगरम,797,Vepada,वेपाड़ा,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,195,Zone 1,क्षेत्र १,Vizianagaram,0102,विजयनगरम,798,Vizianagaram,विजयनगरम,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,196,Zone 2,क्षेत्र २,East Godavari,0104,पूर्वी गोदावरी,799,Addateegala,Addateegala,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,196,Zone 2,क्षेत्र २,East Godavari,0104,पूर्वी गोदावरी,800,Ainavilli,ऐनाविली,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,196,Zone 2,क्षेत्र २,East Godavari,0104,पूर्वी गोदावरी,801,Alamuru,आलमुरु,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,196,Zone 2,क्षेत्र २,East Godavari,0104,पूर्वी गोदावरी,802,Allavaram,अल्लवरम्,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,196,Zone 2,क्षेत्र २,East Godavari,0104,पूर्वी गोदावरी,803,Amalapuram,अमलापुरम,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,196,Zone 2,क्षेत्र २,East Godavari,0104,पूर्वी गोदावरी,804,Ambajipeta,अंबाजीपेटा,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,196,Zone 2,क्षेत्र २,East Godavari,0104,पूर्वी गोदावरी,805,Anaparthy,अनापार्थी,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,196,Zone 2,क्षेत्र २,East Godavari,0104,पूर्वी गोदावरी,806,Atreyapuram,Atreyapuram,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,196,Zone 2,क्षेत्र २,East Godavari,0104,पूर्वी गोदावरी,807,Biccavolu,बिकावोलू,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,196,Zone 2,क्षेत्र २,East Godavari,0104,पूर्वी गोदावरी,808,Chintur,चिंटूर,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,196,Zone 2,क्षेत्र २,East Godavari,0104,पूर्वी गोदावरी,809,Devipatnam,देवीपटनम,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,196,Zone 2,क्षेत्र २,East Godavari,0104,पूर्वी गोदावरी,810,Gandepalle,गांडेपल्ले,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,196,Zone 2,क्षेत्र २,East Godavari,0104,पूर्वी गोदावरी,811,Gangavaram,गंगावरम,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,196,Zone 2,क्षेत्र २,East Godavari,0104,पूर्वी गोदावरी,812,Gokavaram,गोकवरम,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,196,Zone 2,क्षेत्र २,East Godavari,0104,पूर्वी गोदावरी,813,Gollaprolu,गोलाप्रोलु,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,196,Zone 2,क्षेत्र २,East Godavari,0104,पूर्वी गोदावरी,814,I. Polavaram,आई. पोलावरम,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,196,Zone 2,क्षेत्र २,East Godavari,0104,पूर्वी गोदावरी,815,Jaggampeta,जग्गम्पेता,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,196,Zone 2,क्षेत्र २,East Godavari,0104,पूर्वी गोदावरी,816,Kadiam,कदियम,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,196,Zone 2,क्षेत्र २,East Godavari,0104,पूर्वी गोदावरी,817,Kajuluru,काजुलुरु,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,196,Zone 2,क्षेत्र २,East Godavari,0104,पूर्वी गोदावरी,818,Kakinada (U),काकीनाडा (यू),TRUE
1,Andhra Pradesh,आंध्र प्रदेश,196,Zone 2,क्षेत्र २,East Godavari,0104,पूर्वी गोदावरी,819,Kakinada Rural,काकीनाडा ग्रामीण,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,196,Zone 2,क्षेत्र २,East Godavari,0104,पूर्वी गोदावरी,820,Kapileswarapuram,कपिलेश्वरपुरम,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,196,Zone 2,क्षेत्र २,East Godavari,0104,पूर्वी गोदावरी,821,Karapa,करापा,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,196,Zone 2,क्षेत्र २,East Godavari,0104,पूर्वी गोदावरी,822,Katrenikona,कैटरीनाकोना,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,196,Zone 2,क्षेत्र २,East Godavari,0104,पूर्वी गोदावरी,823,Kirlampudi,किर्लमपुडी,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,196,Zone 2,क्षेत्र २,East Godavari,0104,पूर्वी गोदावरी,824,Korukonda,कोरुकोंडा,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,196,Zone 2,क्षेत्र २,East Godavari,0104,पूर्वी गोदावरी,825,Kotananduru,कोटानंदुरु,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,196,Zone 2,क्षेत्र २,East Godavari,0104,पूर्वी गोदावरी,826,Kothapalle,कोठापल्ले,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,196,Zone 2,क्षेत्र २,East Godavari,0104,पूर्वी गोदावरी,827,Kothapeta,कोथपेटा,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,196,Zone 2,क्षेत्र २,East Godavari,0104,पूर्वी गोदावरी,828,Kunavaram,कुंवरम,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,196,Zone 2,क्षेत्र २,East Godavari,0104,पूर्वी गोदावरी,829,Malikipuram,मलिकीपुरम,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,196,Zone 2,क्षेत्र २,East Godavari,0104,पूर्वी गोदावरी,830,Mamidikuduru,मामिदिकुदुरु,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,196,Zone 2,क्षेत्र २,East Godavari,0104,पूर्वी गोदावरी,831,Mandapeta,मंडपेटा,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,196,Zone 2,क्षेत्र २,East Godavari,0104,पूर्वी गोदावरी,832,Maredumilli,मारेडुमिली,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,196,Zone 2,क्षेत्र २,East Godavari,0104,पूर्वी गोदावरी,833,Mummidivaram,मुम्मिदिवरम,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,196,Zone 2,क्षेत्र २,East Godavari,0104,पूर्वी गोदावरी,834,Nellipaka,नेलिपाका,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,196,Zone 2,क्षेत्र २,East Godavari,0104,पूर्वी गोदावरी,835,P.Gannavaram,पी. गन्नवरम,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,196,Zone 2,क्षेत्र २,East Godavari,0104,पूर्वी गोदावरी,836,Pamarru,पमारू,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,196,Zone 2,क्षेत्र २,East Godavari,0104,पूर्वी गोदावरी,837,Pedapudi,पेड़ापुडी,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,196,Zone 2,क्षेत्र २,East Godavari,0104,पूर्वी गोदावरी,838,Peddapuram,पेद्दापुरम,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,196,Zone 2,क्षेत्र २,East Godavari,0104,पूर्वी गोदावरी,839,Pithapuram,पीथापुरम,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,196,Zone 2,क्षेत्र २,East Godavari,0104,पूर्वी गोदावरी,840,Prathipadu,Prathipadu,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,196,Zone 2,क्षेत्र २,East Godavari,0104,पूर्वी गोदावरी,841,Rajahmundry (U),राजमुंदरी (यू),TRUE
1,Andhra Pradesh,आंध्र प्रदेश,196,Zone 2,क्षेत्र २,East Godavari,0104,पूर्वी गोदावरी,842,Rajahmundry Rural,राजमुंदरी ग्रामीण,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,196,Zone 2,क्षेत्र २,East Godavari,0104,पूर्वी गोदावरी,843,Rajanagaram,राजनगरम,TRUE
1,Andhra Pradesh,आंध्र प्रदेश,196,Zone 2,क्षेत्र २,East Godavari,0104,पूर्वी गोदावरी,844,Rajavommangi,Rajavommangi,TRUE
